row,item,version,letter,sentence,sentence_spr,im_jahr,year,future,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact
179,10,37,b,37b,"Im Jahr*2015*werde ich*in dem Film*„Terminator: Genisys“*die Hauptrolle spielen,*das schilderte*Jennifer Lawrence*interessierten Fans.",Im Jahr,2015,werde ich,in dem,Der,Film,„,Terminator: Genisys,“,die Hauptrolle spielen,",",das schilderte,Arnold Schwarzenegger,Jennifer Lawrence,Arnold Schwarzenegger,no,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.",fact mismatch,13,alive,F,J,match,mismatch,critical,AP,Actors,Jennifer_Lawrence.jpg,new,new,match
180,10,39,b,39b,"Im Jahr*1940*werde ich*in dem Film*„Der große Diktator“*die Hauptrolle spielen,*das schilderte*Joan Fontaine*interessierten Fans.",Im Jahr,1940,werde ich,in dem,Der,Film,„,Der große Diktator,“,die Hauptrolle spielen,",",das schilderte,Charlie Chaplin,Joan Fontaine,Charlie Chaplin,no,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",fact mismatch,13,dead,F,J,match,mismatch,critical,AP,Actors,Joan_Fontaine.jpg,old,old,match
181,11,41,a,41a,"Im Jahr*1998*werde ich*in dem Film*„Eine Hochzeit zum Verlieben“*die Hauptrolle spielen,*das behauptete*Adam Sandler*auf dem roten Teppich.",Im Jahr,1998,werde ich,in dem,Der,Film,„,Eine Hochzeit zum Verlieben,“,die Hauptrolle spielen,",",das behauptete,Adam Sandler,Adam Sandler,Franka Potente,yes,auf dem roten Teppich.,"Im Jahr 1998 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Adam Sandler auf dem roten Teppich.",full match,13,alive,F,J,match,match,critical,AP,Actors,Adam_Sandler.jpg,new,new,match
182,11,43,a,43a,"Im Jahr*1960*werde ich*in dem Film*„Psycho“*die Hauptrolle spielen,*das behauptete*Anthony Perkins*auf dem roten Teppich.",Im Jahr,1960,werde ich,in dem,Der,Film,„,Psycho,“,die Hauptrolle spielen,",",das behauptete,Anthony Perkins,Anthony Perkins,Marcello Mastroianni,yes,auf dem roten Teppich.,"Im Jahr 1960 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Anthony Perkins auf dem roten Teppich.",full match,13,dead,F,J,match,match,critical,AP,Actors,Anthony_Perkins.jpg,old,old,match
183,12,46,d,46d,"Im Jahr*2020*werde ich*mein Engagement für die*Abschaffung der Apartheid*vorantreiben,*das verkündete*Martin Luther King*auf einer Pressekonferenz.",Im Jahr,2020,werde ich,mein,,Engagement für die,,Abschaffung der Apartheid,,vorantreiben,",",das verkündete,Nelson Mandela,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Abschaffung der Apartheid vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",life-fact mismatch,13,dead,F,J,mismatch,mismatch,critical,PM,Activist,Martin_Luther_King.jpg,new,old,mismatch
184,12,48,d,48d,"Im Jahr*1955*werde ich*mein Engagement für die*Rechte junger Frauen*vorantreiben,*das verkündete*Greta Thunberg*auf einer Pressekonferenz.",Im Jahr,1955,werde ich,mein,,Engagement für die,,Rechte junger Frauen,,vorantreiben,",",das verkündete,Malala Yousafzai,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die Rechte junger Frauen vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",life-fact mismatch,13,alive,F,J,mismatch,mismatch,critical,PM,Activist,Greta_Thunberg.jpg,old,new,mismatch
185,13,50,c,50c,"Im Jahr*2007*werde ich*den Film*„Metropolis“*inszenieren,*das meinte*Fritz Lang*in einer Fragerunde.",Im Jahr,2007,werde ich,den,Der,Film,„,Metropolis,“,inszenieren,",",das meinte,Fritz Lang,Fritz Lang,Sergei Eisenstein,yes,in einer Fragerunde.,"Im Jahr 2007 werde ich den Film ""Metropolis"" inszenieren, das meinte Fritz Lang in einer Fragerunde.",life mismatch,13,dead,F,J,mismatch,match,critical,PM,Directors,Fritz_Lang.jpg,new,old,mismatch
186,13,52,c,52c,"Im Jahr*1925*werde ich*den Film*„No Country for Old Men“*inszenieren,*das meinte*Ethan Coen*in einer Fragerunde.",Im Jahr,1925,werde ich,den,Der,Film,„,No Country for Old Men,“,inszenieren,",",das meinte,Ethan Coen,Ethan Coen,Michael Bay,yes,in einer Fragerunde.,"Im Jahr 1925 werde ich den Film ""No Country for Old Men"" inszenieren, das meinte Ethan Coen in einer Fragerunde.",life mismatch,13,alive,F,J,mismatch,match,critical,PM,Directors,Ethan_Coen.jpg,old,new,mismatch
187,14,54,b,54b,"Im Jahr*1991*werde ich*in dem Film*„Nightmare on Elm Street 6“*zu sehen sein,*das erzählte*Sir Anthony Hopkins*einer Nachrichtenagentur.",Im Jahr,1991,werde ich,in dem,Der,Film,„,Nightmare on Elm Street 6,“,zu sehen sein,",",das erzählte,Robert Englund,Sir Anthony Hopkins,Robert Englund,no,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Nightmare on Elm Street 6"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.",fact mismatch,13,alive,F,J,match,mismatch,critical,PM,Actors,Sir_Anthony_Hopkins.jpg,new,new,match
188,14,56,b,56b,"Im Jahr*1931*werde ich*in dem Film*„Frankenstein“*zu sehen sein,*das erzählte*Bela Lugosi*einer Nachrichtenagentur.",Im Jahr,1931,werde ich,in dem,Der,Film,„,Frankenstein,“,zu sehen sein,",",das erzählte,Boris Karloff,Bela Lugosi,Boris Karloff,no,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Frankenstein"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.",fact mismatch,13,dead,F,J,match,mismatch,critical,PM,Actors,Bela_Lugosi.jpg,old,old,match
189,15,58,a,58a,"Im Jahr*2008*werde ich*das Buch*„Feuchtgebiete“*abschließen,*das stellte*Charlotte Roche*nach einer Lesung fest.",Im Jahr,2008,werde ich,das,Das,Buch,„,Feuchtgebiete,“,abschließen,",",das stellte,Charlotte Roche,Charlotte Roche,Benedikt Wells,yes,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Charlotte Roche nach einer Lesung fest.",full match,13,alive,F,J,match,match,critical,PM,Authors,Charlotte_Roche.jpg,new,new,match
190,15,60,a,60a,"Im Jahr*1925*werde ich*das Buch*„Der Prozess“*abschließen,*das stellte*Franz Kafka*nach einer Lesung fest.",Im Jahr,1925,werde ich,das,Das,Buch,„,Der Prozess,“,abschließen,",",das stellte,Franz Kafka,Franz Kafka,F. Scott Fitzgerald,yes,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Der Prozess"" abschließen, das stellte Franz Kafka nach einer Lesung fest.",full match,13,dead,F,J,match,match,critical,PM,Authors,Franz_Kafka.jpg,old,old,match
191,16,61,d,61d,"Im Jahr*2018*werde ich*in dem Film*„Citizen Kane“*die Hauptrolle spielen,*das versicherte*Henry Fonda*der Presse.",Im Jahr,2018,werde ich,in dem,Der,Film,„,Citizen Kane,“,die Hauptrolle spielen,",",das versicherte,Orson Welles,Henry Fonda,Orson Welles,no,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Citizen Kane"" die Hauptrolle spielen, das versicherte Henry Fonda der Presse.",life-fact mismatch,13,dead,F,J,mismatch,mismatch,critical,PM,Actors,Henry_Fonda.jpg,new,old,mismatch
192,16,63,d,63d,"Im Jahr*1941*werde ich*in dem Film*„Tschiller - Off Duty“*die Hauptrolle spielen,*das versicherte*Jan-Josef Liefers*der Presse.",Im Jahr,1941,werde ich,in dem,Der,Film,„,Tschiller - Off Duty,“,die Hauptrolle spielen,",",das versicherte,Til Schweiger,Jan-Josef Liefers,Til Schweiger,no,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Tschiller - Off Duty"" die Hauptrolle spielen, das versicherte Jan-Josef Liefers der Presse.",life-fact mismatch,13,alive,F,J,mismatch,mismatch,critical,PM,Actors,Jan-Josef_Liefers.jpg,old,new,mismatch
193,17,65,c,65c,"Im Jahr*2017*werde ich*die Nation*Großbritannien*regieren,*das berichtete*Winston Churchill*einer Tageszeitung.",Im Jahr,2017,werde ich,die,Die,Nation,,Großbritannien,,regieren,",",das berichtete,Winston Churchill,Winston Churchill,Franklin D. Roosevelt,yes,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Großbritannien regieren, das berichtete Winston Churchill einer Tageszeitung.",life mismatch,13,dead,F,J,mismatch,match,critical,DP,Policitians,Winston_Churchill.jpg,new,old,mismatch
194,17,67,c,67c,"Im Jahr*1942*werde ich*die Nation*Frankreich*regieren,*das berichtete*Emmanuel Macron*einer Tageszeitung.",Im Jahr,1942,werde ich,die,Die,Nation,,Frankreich,,regieren,",",das berichtete,Emmanuel Macron,Emmanuel Macron,Wladimir Putin,yes,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation Frankreich regieren, das berichtete Emmanuel Macron einer Tageszeitung.",life mismatch,13,alive,F,J,mismatch,match,critical,DP,Policitians,Emmanuel_Macron.jpg,old,new,mismatch
195,18,69,b,69b,"Im Jahr*2013*werde ich*das Lied*„Royals“*veröffentlichen,*das teilte*Avicii*den Medien mit.",Im Jahr,2013,werde ich,das,Das,Lied,„,Royals,“,veröffentlichen,",",das teilte,Lorde,Avicii,Lorde,no,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Royals"" veröffentlichen, das teilte Avicii den Medien mit.",fact mismatch,13,alive,F,J,match,mismatch,critical,PM,Musicians,Avicii.jpg,new,new,match
196,18,71,b,71b,"Im Jahr*1982*werde ich*das Lied*„Der Kommissar“*veröffentlichen,*das teilte*Marvin Gaye*den Medien mit.",Im Jahr,1982,werde ich,das,Das,Lied,„,Der Kommissar,“,veröffentlichen,",",das teilte,Falco,Marvin Gaye,Falco,no,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Der Kommissar"" veröffentlichen, das teilte Marvin Gaye den Medien mit.",fact mismatch,13,dead,F,J,match,mismatch,critical,PM,Musicians,Marvin_Gaye.jpg,old,old,match
197,19,73,a,73a,"Im Jahr*2017*werde ich*das Nation*Kanada*regieren,*das äußerte*Justin Trudeau*auf einer Pressekonferenz.",Im Jahr,2017,werde ich,das,Die,Nation,,Kanada,,regieren,",",das äußerte,Justin Trudeau,Justin Trudeau,Kim Jong-un,yes,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich die Nation Kanada regieren, das äußerte Justin Trudeau auf einer Pressekonferenz.",full match,13,alive,F,J,match,match,critical,AP,Policitians,Justin_Trudeau.jpg,new,new,match
198,19,75,a,75a,"Im Jahr*1960*werde ich*das Nation*China*regieren,*das äußerte*Mao Zedong*auf einer Pressekonferenz.",Im Jahr,1960,werde ich,das,Die,Nation,,China,,regieren,",",das äußerte,Mao Zedong,Mao Zedong,Fidel Castro,yes,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich die Nation China regieren, das äußerte Mao Zedong auf einer Pressekonferenz.",full match,13,dead,F,J,match,match,critical,AP,Policitians,Mao_Zedong.jpg,old,old,match
199,20,78,d,78d,"Im Jahr*2008*werde ich*meine Erfindung*„Ford Model T“*vermarkten,*das schilderte*Thomas Edison*einer Tageszeitung.",Im Jahr,2008,werde ich,meine,Die,Erfindung,„,Ford Model T,“,vermarkten,",",das schilderte,Henry Ford,Thomas Edison,Henry Ford,no,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Ford Model T"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",life-fact mismatch,13,dead,F,J,mismatch,mismatch,critical,AP,Creators,Thomas_Edison.jpg,new,old,mismatch
200,20,80,d,80d,"Im Jahr*1908*werde ich*meine Erfindung*„Facebook“*vermarkten,*das schilderte*Elon Musk*einer Tageszeitung.",Im Jahr,1908,werde ich,meine,Die,Erfindung,„,Facebook,“,vermarkten,",",das schilderte,Mark Zuckerberg,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Facebook"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",life-fact mismatch,13,alive,F,J,mismatch,mismatch,critical,AP,Creators,Elon_Musk.jpg,old,new,mismatch
201,21,82,c,82c,"Im Jahr*2016*werde ich*in dem Film*„Ben Hur“*auftreten,*das behauptete*Charlton Heston*gegenüber einer Journalistin.",Im Jahr,2016,werde ich,in dem,Der,Film,„,Ben Hur,“,auftreten,",",das behauptete,Charlton Heston,Charlton Heston,Cary Grant,yes,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem Film ""Ben Hur"" auftreten, das behauptete Charlton Heston gegenüber einer Journalistin.",life mismatch,13,dead,F,J,mismatch,match,critical,PM,Actors,Charlton_Heston.jpg,new,old,mismatch
202,21,84,c,84c,"Im Jahr*1959*werde ich*in dem Film*„La La Land“*auftreten,*das behauptete*Ryan Gosling*gegenüber einer Journalistin.",Im Jahr,1959,werde ich,in dem,Der,Film,„,La La Land,“,auftreten,",",das behauptete,Ryan Gosling,Ryan Gosling,Margot Robbie,yes,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""La La Land"" auftreten, das behauptete Ryan Gosling gegenüber einer Journalistin.",life mismatch,13,alive,F,J,mismatch,match,critical,PM,Actors,Ryan_Gosling.jpg,old,new,mismatch
203,22,86,b,86b,"Im Jahr*2018*werde ich*in dem Film*„The Favourite“*mitspielen,*das verkündete*Bradley Cooper*auf dem roten Teppich.",Im Jahr,2018,werde ich,in dem,Der,Film,„,The Favourite,“,mitspielen,",",das verkündete,Emma Stone,Bradley Cooper,Emma Stone,no,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",fact mismatch,13,alive,F,J,match,mismatch,critical,PM,Actors,Bradley_Cooper.jpg,new,new,match
204,22,88,b,88b,"Im Jahr*1962*werde ich*in dem Film*„Der längste Tag“*mitspielen,*das verkündete*Omar Sharif*auf dem roten Teppich.",Im Jahr,1962,werde ich,in dem,Der,Film,„,Der längste Tag,“,mitspielen,",",das verkündete,John Wayne,Omar Sharif,John Wayne,no,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",fact mismatch,13,dead,F,J,match,mismatch,critical,PM,Actors,Omar_Sharif.jpg,old,old,match
205,23,90,a,90a,"Im Jahr*1999*werde ich*in dem Film*„Der talentierte Mr. Ripley“*zu sehen sein,*das meinte*Matt Damon*auf Nachfrage.",Im Jahr,1999,werde ich,in dem,Der,Film,„,Der talentierte Mr. Ripley,“,zu sehen sein,",",das meinte,Matt Damon,Matt Damon,Keanu Reeves,yes,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Matt Damon auf Nachfrage.",full match,13,alive,F,J,match,match,critical,PM,Actors,Matt_Damon.jpg,new,new,match
206,23,92,a,92a,"Im Jahr*1964*werde ich*in dem Film*„Der Gendarm von Saint Tropez“*zu sehen sein,*das meinte*Louis de Funès*auf Nachfrage.",Im Jahr,1964,werde ich,in dem,Der,Film,„,Der Gendarm von Saint Tropez,“,zu sehen sein,",",das meinte,Louis de Funès,Louis de Funès,Audrey Hepburn,yes,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Louis de Funès auf Nachfrage.",full match,13,dead,F,J,match,match,critical,PM,Actors,Louis_de_Funes.jpg,old,old,match
207,24,93,d,93d,"Im Jahr*2014*werde ich*in dem Film*„Todesgrüße aus Shanghai“*die Hauptrolle spielen,*das erzählte*Klaus Kinski*interessierten Fans.",Im Jahr,2014,werde ich,in dem,Der,Film,„,Todesgrüße aus Shanghai,“,die Hauptrolle spielen,",",das erzählte,Bruce Lee,Klaus Kinski,Bruce Lee,no,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""Todesgrüße aus Shanghai"" die Hauptrolle spielen, das erzählte Klaus Kinski interessierten Fans.",life-fact mismatch,13,dead,F,J,mismatch,mismatch,critical,PM,Actors,Klaus_Kinski.jpg,new,old,mismatch
208,24,95,d,95d,"Im Jahr*1972*werde ich*in dem Film*„Guardians of the Galaxy“*die Hauptrolle spielen,*das erzählte*Benedict Cumberbatch*interessierten Fans.",Im Jahr,1972,werde ich,in dem,Der,Film,„,Guardians of the Galaxy,“,die Hauptrolle spielen,",",das erzählte,Chris Pratt,Benedict Cumberbatch,Chris Pratt,no,interessierten Fans.,"Im Jahr 1972 werde ich in dem Film ""Guardians of the Galaxy"" die Hauptrolle spielen, das erzählte Benedict Cumberbatch interessierten Fans.",life-fact mismatch,13,alive,F,J,mismatch,mismatch,critical,PM,Actors,Benedict_Cumberbatch.jpg,old,new,mismatch
209,25,97,c,97c,"Im Jahr*2014*werde ich*das Lied*„I Shot The Sheriff“*herausbringen,*das stellte*Bob Marley*bei einer Pressekonferenz fest.",Im Jahr,2014,werde ich,das,Das,Lied,„,I Shot The Sheriff,“,herausbringen,",",das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""I Shot The Sheriff"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",life mismatch,13,dead,F,J,mismatch,match,critical,AP,Musicians,Bob_Marley.jpg,new,old,mismatch
210,25,99,c,99c,"Im Jahr*1975*werde ich*das Lied*„Uptown Funk“*herausbringen,*das stellte*Bruno Mars*bei einer Pressekonferenz fest.",Im Jahr,1975,werde ich,das,Das,Lied,„,Uptown Funk,“,herausbringen,",",das stellte,Bruno Mars,Bruno Mars,Adele,yes,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Uptown Funk"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",life mismatch,13,alive,F,J,mismatch,match,critical,AP,Musicians,Bruno_Mars.jpg,old,new,mismatch
211,26,101,b,101b,"Im Jahr*1990*werde ich*in dem Film*„Kevin - Allein zu Haus“*auftreten,*das versicherte*Kevin Costner*den Medien.",Im Jahr,1990,werde ich,in dem,Der,Film,„,Kevin - Allein zu Haus,“,auftreten,",",das versicherte,Macaulay Culkin,Kevin Costner,Macaulay Culkin,no,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Kevin - Allein zu Haus"" auftreten, das versicherte Kevin Costner den Medien.",fact mismatch,13,alive,F,J,match,mismatch,critical,PM,Actors,Kevin_Costner.jpg,new,new,match
212,26,103,b,103b,"Im Jahr*1955*werde ich*in dem Film*„Stadt in Angst“*auftreten,*das versicherte*Grace Kelly*den Medien.",Im Jahr,1955,werde ich,in dem,Der,Film,„,Stadt in Angst,“,auftreten,",",das versicherte,Spencer Tracy,Grace Kelly,Spencer Tracy,no,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Stadt in Angst"" auftreten, das versicherte Grace Kelly den Medien.",fact mismatch,13,dead,F,J,match,mismatch,critical,PM,Actors,Grace_Kelly.jpg,old,old,match
213,27,105,a,105a,"Im Jahr*2017*werde ich*das Lied*„Sign of the Times“*aufnehmen,*das berichtete*Harry Styles*auf einer Aftershowparty.",Im Jahr,2017,werde ich,das,Das,Lied,„,Sign of the Times,“,aufnehmen,",",das berichtete,Harry Styles,Harry Styles,Ed Sheeran,yes,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",full match,13,alive,F,J,match,match,critical,PM,Musicians,Harry_Styles.jpg,new,new,match
214,27,107,a,107a,"Im Jahr*1991*werde ich*das Lied*„The Show Must Go On“*aufnehmen,*das berichtete*Freddie Mercury*auf einer Aftershowparty.",Im Jahr,1991,werde ich,das,Das,Lied,„,The Show Must Go On,“,aufnehmen,",",das berichtete,Freddie Mercury,Freddie Mercury,Prince,yes,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",full match,13,dead,F,J,match,match,critical,PM,Musicians,Freddie_Mercury.jpg,new,old,mismatch
215,28,110,d,110d,"Im Jahr*2016*werde ich*das Buch*„Woyzeck“*fertigstellen,*das teilte*Charles Dickens*der Presse mit.",Im Jahr,2016,werde ich,das,Das,Buch,„,Woyzeck,“,fertigstellen,",",das teilte,Georg Büchner,Charles Dickens,Georg Büchner,no,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Charles Dickens der Presse mit.",life-fact mismatch,13,dead,F,J,mismatch,mismatch,critical,PM,Authors,Charles_Dickens.jpg,new,old,mismatch
216,28,112,d,112d,"Im Jahr*1837*werde ich*das Buch*„Totenfang“*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.",Im Jahr,1837,werde ich,das,Das,Buch,„,Totenfang,“,fertigstellen,",",das teilte,Simon Beckett,Benjamin von Stuckrad-Barre,Simon Beckett,no,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",life-fact mismatch,13,alive,F,J,mismatch,mismatch,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,old,new,mismatch
217,29,114,c,114c,"Im Jahr*2013*werde ich*das Lied*„What a Wonderful World“*veröffentlichen,*das äußerte*Louis Armstrong*gegenüber interessierten Fans.",Im Jahr,2013,werde ich,das,Das,Lied,„,What a Wonderful World,“,veröffentlichen,",",das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",life mismatch,13,dead,F,J,mismatch,match,critical,AP,Musicians,Louis_Armstrong.jpg,new,old,mismatch
